X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Z0,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,XAVG,YAVG,ZAVG,XPEAK,YPEAK,ZPEAK,XABSOLDEV,YABSOLDEV,ZABSOLDEV,XSTANDDEV,YSTANDDEV,ZSTANDDEV,RESULTANT,class
0.14,0.1,0.08,0.1,0.11,0.12,0.11,0.09,0.12,0,0.09,0.11,0.11,0.12,0.08,0.07,0.09,0.15,0.08,0,0.1,0.13,0.12,0.1,0.09,0.08,0.09,0.13,0.07,0,0,10.13,1.18,725,692.31,1760,2.81,3.65,3.56,3.77,4.42,3.77,11.62,Downstairs
0.06,0.08,0.07,0.11,0.11,0.11,0.1,0.11,0.12,0.15,0.13,0.09,0.11,0.08,0.09,0.1,0.09,0.14,0.06,0.12,0.13,0.14,0.11,0.11,0.08,0.11,0.06,0.07,0.09,0.13,0,9.71,0,1091.67,790.91,1075,2.28,3.96,3.11,2.86,4.78,2.86,10.86,Walking
0.07,0.14,0.12,0.11,0.07,0.11,0.1,0.14,0.09,0,0.08,0.12,0.12,0.09,0.11,0.08,0.13,0.09,0.11,0,0.1,0.09,0.11,0.08,0.11,0.08,0.1,0.13,0.12,0,0,8.93,-0.51,1900,318.33,1150,7.26,7.61,3.53,8.21,9.03,8.21,14.87,Jogging
0.44,0.36,0.09,0.03,0.05,0.04,0.01,0,0,0,0.01,0.07,0.04,0.07,0.06,0.06,0.13,0.21,0.18,0,0.04,0.1,0.16,0.09,0.17,0.1,0.08,0.09,0.1,0,0,9.93,-0.38,1510,596.67,2950,2.54,4.19,2.56,3.26,5,3.26,11.07,Walking
0.04,0.14,0.07,0.08,0.1,0.11,0.14,0.11,0.12,0.02,0.07,0.14,0.14,0.11,0.08,0.11,0.06,0.12,0.07,0.04,0.06,0.14,0.09,0.1,0.11,0.13,0.07,0.11,0.1,0.11,0,6.51,-0.18,376.92,466.67,2250,10.3,7.8,4,12.26,8.81,12.26,15.29,Jogging
0.12,0.08,0.12,0.08,0.1,0.06,0.13,0.1,0.14,0,0.04,0.11,0.14,0.11,0.13,0.14,0.09,0.07,0.11,0,0.05,0.09,0.1,0.12,0.09,0.14,0.14,0.07,0.1,0,0,9.97,-0.17,4500,930,2250,3.7,3.97,2.38,4.47,4.79,4.47,11.45,Walking
0.08,0.1,0.07,0.1,0.12,0.12,0.09,0.12,0.12,0.09,0.04,0.13,0.14,0.12,0.08,0.16,0.11,0.1,0.07,0.08,0.07,0.16,0.1,0.12,0.09,0.1,0.12,0.06,0.1,0.11,0,10.75,-0.44,2675,534.38,2125,4.02,3.37,2.28,5.05,4.12,5.05,12.24,Walking
0.12,0.11,0.13,0.08,0.08,0.12,0.09,0.09,0.13,0.08,0.13,0.09,0.06,0.08,0.13,0.14,0.1,0.08,0.13,0.07,0.11,0.1,0.08,0.1,0.11,0.09,0.14,0.09,0.11,0.09,0,9.67,0,1425,1900,2350,2.19,2.9,2.16,2.79,3.65,2.79,10.44,Walking
0.1,0.09,0.11,0.11,0.11,0.11,0.13,0.1,0.1,0.07,0.08,0.11,0.11,0.08,0.1,0.13,0.12,0.14,0.07,0.07,0.08,0.07,0.14,0.14,0.09,0.1,0.12,0.09,0.07,0.13,0,10.02,-1.05,1900,915,3450,3.93,3.1,2.69,5.27,4.06,5.27,11.75,Walking
0.1,0.08,0.1,0.12,0.1,0.1,0.11,0.13,0.07,0.09,0.1,0.08,0.09,0.12,0.09,0.12,0.14,0.11,0.09,0.09,0.09,0.1,0.08,0.13,0.09,0.15,0.07,0.07,0.11,0.12,0,5.16,0.06,1370,1987.5,2283.33,8.66,2.46,2.15,9.67,3.4,9.67,11.1,Walking
0.1,0.08,0.13,0.07,0.09,0.11,0.11,0.09,0.12,0.12,0.09,0.09,0.1,0.12,0.1,0.09,0.11,0.12,0.11,0.1,0.1,0.09,0.08,0.08,0.11,0.12,0.12,0.13,0.12,0.08,0,9.91,0.63,3300,625,1650,2.02,2.86,2.13,2.45,3.36,2.45,10.65,Walking
0.01,0.09,0.03,0.04,0.06,0.07,0.11,0.16,0.26,0.2,0.05,0.06,0.07,0.09,0.11,0.12,0.1,0.15,0.2,0.07,0.08,0.08,0.09,0.08,0.11,0.12,0.13,0.12,0.08,0.14,0,10.08,0.19,3025,528.57,2000,4.6,4.23,2.15,6.22,5.04,6.22,12.11,Walking
0.13,0.14,0.1,0.07,0.08,0.08,0.12,0.11,0.09,0.11,0.11,0.11,0.11,0.06,0.09,0.11,0.07,0.13,0.1,0.11,0.13,0.09,0.09,0.09,0.08,0.1,0.12,0.11,0.11,0.12,0,7.46,1.9,1925,544.12,1683.33,4.79,7.66,3.09,6.13,8.86,6.13,12.08,Jogging
0.07,0.07,0.1,0.1,0.11,0.1,0.11,0.1,0.1,0.15,0.16,0.18,0.13,0.08,0.11,0.08,0.08,0.08,0.07,0.06,0.06,0.1,0.14,0.15,0.18,0.14,0.04,0.06,0.07,0.08,0,2.49,0.11,1962.5,1000,1760,9.87,1.43,2.45,10.46,1.83,10.46,10.81,Walking
0.06,0.03,0.04,0.1,0.06,0.07,0.1,0.14,0.21,0.21,0.01,0.02,0.04,0.06,0.06,0.06,0.13,0.16,0.18,0.31,0.14,0.16,0.13,0.11,0.08,0.06,0.07,0.08,0.08,0.1,0,7.3,-1.86,1275,436.84,1275,5.5,4.97,5.16,7.5,6,7.5,11.71,Jogging
0.09,0.12,0.08,0.11,0.1,0.11,0.12,0.1,0.11,0.08,0.11,0.09,0.1,0.1,0.08,0.12,0.12,0.12,0.09,0.09,0.12,0.08,0.12,0.08,0.11,0.15,0.08,0.09,0.08,0.09,0,9.99,0.98,1333.33,768.18,2850,2.69,3.32,2.88,3.45,4.15,3.45,11.25,Downstairs
0.11,0.08,0.11,0.07,0.13,0.11,0.1,0.13,0.1,0.06,0.1,0.11,0.1,0.09,0.15,0.07,0.11,0.14,0.08,0.08,0.06,0.13,0.11,0.1,0.1,0.12,0.11,0.14,0.08,0.09,0,4.89,0.02,1830,2266.67,2275,8.69,2.48,2,9.66,3.39,9.66,11.02,Walking
0.14,0.1,0.05,0.09,0.12,0.1,0.07,0.11,0.1,0.12,0.12,0.1,0.11,0.13,0.09,0.1,0.11,0.11,0.08,0.03,0.11,0.11,0.07,0.12,0.09,0.13,0.13,0.07,0.09,0.1,0,7.15,1.55,1280,593.75,1750,6.02,6.25,4.16,7.67,7.3,7.67,12.07,Jogging
0.12,0.14,0.1,0.09,0.1,0.1,0.09,0.08,0.09,0.12,0.08,0.08,0.13,0.08,0.11,0.14,0.11,0.12,0.06,0.11,0.09,0.13,0.1,0.14,0.12,0.1,0.09,0.1,0.05,0.1,0,9.42,0.79,2100,840,2125,2.32,2.71,1.71,2.8,3.48,2.8,10.14,Downstairs
0.14,0.15,0.1,0.1,0.1,0.12,0.08,0.08,0.09,0.07,0.16,0.08,0.09,0.14,0.08,0.07,0.07,0.12,0.11,0.11,0.07,0.13,0.11,0.11,0.09,0.09,0.06,0.12,0.1,0.13,0,9.45,0.17,1733.33,840.91,4050,2.36,3.32,2.3,3.03,3.96,3.03,10.33,Walking
0.16,0.1,0.11,0.07,0.05,0.09,0.12,0.08,0.12,0.11,0.16,0.09,0.08,0.14,0.06,0.08,0.09,0.06,0.12,0.13,0.09,0.13,0.1,0.08,0.1,0.09,0.11,0.12,0.11,0.09,0,8.26,-0.16,1335.71,374,3575,8.59,7.63,4.84,9.73,8.64,9.73,15.67,Jogging
0.1,0.1,0.11,0.11,0.11,0.12,0.11,0.09,0.08,0.08,0.09,0.08,0.11,0.12,0.13,0.12,0.1,0.1,0.08,0.09,0.08,0.08,0.08,0.11,0.12,0.1,0.12,0.1,0.12,0.1,0,9.06,1.36,2475,811.11,1114.29,4.32,2.77,2.88,5.35,3.67,5.35,11.05,Downstairs
0.11,0.08,0.14,0.07,0.06,0.12,0.09,0.11,0.17,0.07,0.12,0.11,0.09,0.06,0.1,0.13,0.1,0.08,0.13,0.12,0.11,0.1,0.11,0.1,0.08,0.09,0.11,0.14,0.08,0.11,0,9.79,-0.79,4100,571.88,2062.5,4.33,5.02,3.78,5.36,6.08,5.36,12.53,Walking
0.11,0.11,0.12,0.09,0.08,0.11,0.06,0.1,0.12,0.12,0.08,0.11,0.11,0.11,0.11,0.11,0.12,0.09,0.06,0.11,0.1,0.08,0.1,0.1,0.09,0.16,0.1,0.09,0.09,0.11,0,8.61,2.9,1100,725,1250,1.79,5.26,2.46,2.29,6.65,2.29,10.57,Upstairs
0,0.22,0.07,0.1,0.11,0.11,0.12,0.11,0.11,0.08,0.11,0.15,0.12,0.08,0.1,0.11,0.05,0.12,0.1,0.07,0.13,0.13,0.05,0.09,0.09,0.09,0.11,0.08,0.14,0.11,0,2.84,-0.47,1191.67,2483.33,1110,10.34,5.43,6.18,12.1,6.52,12.1,15.05,Jogging
0.1,0.11,0.07,0.1,0.13,0.09,0.11,0.1,0.11,0.09,0.12,0.15,0.1,0.1,0.15,0.08,0.07,0.08,0.08,0.1,0.08,0.11,0.11,0.09,0.13,0.16,0.07,0.1,0.08,0.1,0,5.11,-0.4,1178.57,2183.33,1850,8.53,2.83,2.05,10.12,3.99,10.12,11.22,Walking
0.05,0.09,0.14,0.11,0.11,0.11,0.11,0.12,0.07,0.11,0.09,0.07,0.09,0.1,0.17,0.14,0.12,0.07,0.1,0.07,0.1,0.1,0.1,0.1,0.11,0.08,0.09,0.13,0.13,0.08,0,8.86,1.37,3575,2075,2766.67,4.01,2.21,1.75,4.7,3.06,4.7,10.38,Walking
0.11,0.08,0.09,0.09,0.12,0.12,0.08,0.11,0.1,0.1,0.05,0.13,0.11,0.13,0.11,0.09,0.09,0.1,0.1,0.1,0.13,0.08,0.09,0.06,0.09,0.09,0.09,0.12,0.14,0.13,0,8.68,-0.61,3825,670,3050,4.78,4.65,3.95,6.22,5.78,6.22,12.18,Downstairs
0.08,0.1,0.08,0.08,0.06,0.1,0.13,0.11,0.13,0.14,0.19,0.13,0.09,0.09,0.09,0.11,0.08,0.09,0.1,0.06,0.14,0.1,0.17,0.11,0.07,0.1,0.11,0.05,0.09,0.09,0,6.03,-0.21,2200,1483.33,2750,7.03,3.33,2.84,8.34,4.06,8.34,10.76,Walking
0.19,0.08,0.09,0.07,0.11,0.07,0.07,0.1,0.08,0.15,0.17,0.09,0.09,0.06,0.08,0.1,0.05,0.12,0.08,0.19,0.2,0.15,0.08,0.06,0.08,0.06,0.06,0.09,0.11,0.13,0,9.83,2.04,1000,780,2300,2.77,3.99,2.4,3.47,4.89,3.47,11.01,Walking
0.09,0.09,0.08,0.15,0.13,0.09,0.14,0.07,0.11,0.08,0.11,0.09,0.11,0.12,0.1,0.09,0.11,0.14,0.13,0.01,0.07,0.1,0.13,0.12,0.11,0.08,0.11,0.1,0.09,0.11,0,9.57,0.25,1875,387.5,1007.14,4.25,6.56,3.7,5.64,7.82,5.64,13.2,Jogging
0.04,0.15,0.14,0.12,0.13,0.07,0.11,0.13,0.09,0.05,0.09,0.13,0.1,0.08,0.1,0.07,0.1,0.12,0.13,0.1,0.08,0.11,0.11,0.09,0.11,0.09,0.15,0.14,0.11,0.04,0,8.45,-2.33,1425,382.61,2600,3.69,6.36,2.33,4.54,6.99,4.54,10.72,Jogging
0.12,0.08,0.09,0.11,0.13,0.07,0.12,0.13,0.11,0.08,0.1,0.15,0.1,0.09,0.09,0.07,0.12,0.1,0.09,0.12,0.1,0.13,0.12,0.11,0.09,0.1,0.06,0.12,0.09,0.11,0,9.99,-1.67,2300,772.22,1883.33,3.18,3.39,2.89,4.27,4.18,4.27,11.65,Walking
0.12,0.06,0.12,0.11,0.06,0.11,0.1,0.16,0.1,0.08,0.07,0.13,0.1,0.1,0.1,0.1,0.08,0.08,0.12,0.04,0.1,0.09,0.09,0.11,0.09,0.13,0.14,0.11,0.06,0.1,0,10.48,0.76,2975,221.43,1700,6.06,6.6,3.33,7.15,7.8,7.15,14.48,Jogging
0.01,0.02,0.01,0.01,0.03,0.02,0.04,0.02,0.02,0.03,0,0,0,0.03,0.08,0.05,0.02,0.01,0,0,0.01,0.01,0.01,0.04,0.04,0.05,0.03,0.01,0,0,0,1.72,0.2,750,525,575,0.52,1.4,0.35,3.6,7.8,3.6,1.91,Upstairs
0.14,0.09,0.11,0.11,0.07,0.07,0.12,0.11,0.09,0.12,0.16,0.09,0.09,0.07,0.07,0.08,0.12,0.1,0.1,0.14,0.12,0.12,0.14,0.1,0.09,0.05,0.06,0.12,0.1,0.12,0,9.73,2.24,1000,825,1950,2.3,3.52,2.24,2.86,4.28,2.86,10.73,Walking
0.12,0.09,0.14,0.07,0.11,0.09,0.12,0.09,0.09,0.1,0.08,0.11,0.1,0.09,0.14,0.09,0.12,0.1,0.09,0.1,0.1,0.11,0.11,0.1,0.09,0.13,0.09,0.11,0.1,0.09,0,9.6,-1.39,3700,850,3700,4.29,4.42,3.12,5.29,5.37,5.29,12.16,Walking
0.09,0.09,0.1,0.11,0.12,0.12,0.11,0.09,0.11,0.1,0.06,0.15,0.1,0.11,0.09,0.1,0.11,0.09,0.11,0.1,0.1,0.05,0.11,0.11,0.1,0.16,0.09,0.07,0.14,0.09,0,9.76,2.28,2075,1812.5,1562.5,2.14,2.84,1.91,2.62,3.45,2.62,10.64,Walking
0.11,0.08,0.12,0.1,0.15,0.06,0.09,0.08,0.14,0.1,0.1,0.13,0.12,0.12,0.08,0.09,0.07,0.1,0.12,0.11,0.12,0.1,0.07,0.1,0.14,0.1,0.04,0.11,0.13,0.11,0,9.72,-0.74,1800,676.92,1375,4.3,4.96,3.94,5.23,5.82,5.23,12.3,Walking
0.11,0.11,0.09,0.14,0.08,0.09,0.13,0.1,0.07,0.11,0.13,0.09,0.13,0.08,0.07,0.12,0.1,0.08,0.11,0.09,0.11,0.09,0.12,0.11,0.1,0.13,0.08,0.07,0.12,0.09,0,10.05,-0.87,1840,457.14,1800,5.13,4.79,3.28,6.41,5.93,6.41,12.83,Walking
0.1,0.1,0.08,0.11,0.1,0.13,0.09,0.11,0.1,0.1,0.04,0.16,0.08,0.12,0.13,0.09,0.1,0.13,0.11,0.07,0.08,0.06,0.07,0.11,0.13,0.16,0.08,0.14,0.11,0.09,0,9.7,2.3,2783.33,1550,1550,2.19,2.62,1.82,2.63,3.18,2.63,10.58,Walking
0.1,0.1,0.1,0.09,0.11,0.09,0.09,0.09,0.14,0.08,0.16,0.1,0.13,0.07,0.11,0.12,0.05,0.1,0.08,0.1,0.16,0.13,0.1,0.09,0.07,0.09,0.12,0.07,0.09,0.12,0,5.36,-0.36,818.18,2166.67,3775,8.56,3.04,2.48,10.18,4.29,10.18,11.58,Walking
0.04,0.06,0.07,0.1,0.16,0.15,0.21,0.1,0.07,0,0.05,0.1,0.07,0.08,0.1,0.12,0.13,0.18,0.09,0,0.11,0.09,0.08,0.09,0.11,0.16,0.09,0.15,0.04,0,0,7.59,-0.48,1175,857.14,1775,6.64,3.86,2.68,8.05,4.78,8.05,11.6,Walking
0.09,0.09,0.12,0.12,0.11,0.1,0.1,0.09,0.08,0.06,0.08,0.11,0.11,0.12,0.1,0.09,0.09,0.13,0.09,0.1,0.12,0.13,0.1,0.08,0.12,0.08,0.09,0.09,0.13,0.07,0,0.67,1.2,374,2150,1325,7.36,2.93,4.4,10.11,3.7,10.11,10.04,Jogging
0.12,0.1,0.1,0.13,0.07,0.1,0.12,0.11,0.06,0.11,0.1,0.08,0.11,0.14,0.07,0.09,0.08,0.12,0.16,0.05,0.11,0.06,0.12,0.14,0.12,0.1,0.08,0.08,0.13,0.09,0,10.24,-0.82,2933.33,682.14,1683.33,4.98,4.59,3.18,6.11,5.69,6.11,12.73,Walking
0.15,0.09,0.11,0.1,0.05,0.09,0.11,0.12,0.11,0.1,0.06,0.12,0.09,0.09,0.09,0.11,0.13,0.14,0.14,0.06,0.11,0.08,0.08,0.11,0.07,0.14,0.11,0.12,0.07,0.14,0,8.91,2.81,2250,1516.67,2416.67,1.86,2.76,2.23,2.34,3.68,2.34,10.21,Upstairs
0.01,0.01,0,0.01,0.01,0.03,0.03,0.03,0,0.02,0,0.01,0.01,0,0.01,0.02,0.07,0.01,0,0.01,0.01,0.05,0.03,0.01,0.01,0.01,0,0.01,0.01,0,0,1.27,0.24,200,150,150,0.1,1.11,0.22,1.26,8.7,1.26,1.32,Upstairs
0.07,0.09,0.08,0.12,0.12,0.1,0.12,0.09,0.14,0.1,0.11,0.1,0.08,0.15,0.12,0.11,0.07,0.07,0.12,0.09,0.08,0.1,0.11,0.12,0.07,0.16,0.11,0.1,0.09,0.09,0,9.61,-1.52,2233.33,833.33,2225,4.15,3.05,2.78,5.32,3.97,5.32,11.58,Walking
0.09,0.1,0.08,0.1,0.09,0.15,0.09,0.15,0.09,0.08,0.1,0.1,0.08,0.08,0.13,0.14,0.11,0.1,0.09,0.08,0.09,0.08,0.09,0.14,0.11,0.09,0.11,0.11,0.12,0.09,0,9.32,2,3575,2850,1475,1.41,2.11,1.7,1.76,2.88,1.76,10.02,Upstairs
0.09,0.1,0.1,0.1,0.11,0.15,0.08,0.1,0.11,0,0.07,0.11,0.12,0.13,0.12,0.09,0.1,0.07,0.09,0,0.1,0.09,0.08,0.14,0.08,0.1,0.08,0.12,0.12,0,0,9.63,2.14,3000,1533.33,1975,1.25,2.03,1.69,1.59,2.74,1.59,10.22,Downstairs
0.13,0.12,0.12,0.12,0.08,0.1,0.1,0.1,0.07,0.08,0.1,0.14,0.11,0.1,0.13,0.09,0.1,0.12,0.11,0.02,0.13,0.08,0.09,0.1,0.09,0.12,0.1,0.1,0.14,0.08,0,3.22,-0.53,1610,2400,3200,10.9,5.42,5.82,12.71,6.65,12.71,15.5,Jogging
0.09,0.08,0.09,0.09,0.13,0.12,0.11,0.09,0.11,0.11,0.09,0.07,0.14,0.12,0.09,0.12,0.06,0.12,0.1,0.1,0.09,0.12,0.13,0.13,0.06,0.05,0.08,0.14,0.11,0.11,0,8.13,1.6,450,2450,525,5.22,3.26,1.68,6.04,4.03,6.04,10.18,Downstairs
0.13,0.11,0.14,0.11,0.08,0.09,0.11,0.09,0.08,0.08,0.14,0.09,0.08,0.11,0.08,0.08,0.15,0.1,0.09,0.11,0.09,0.09,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.13,0,9.08,-1.48,3250,2600,4175,3.04,1.92,1.9,3.52,2.59,3.52,10.14,Upstairs
0.04,0.06,0.06,0.07,0.05,0.05,0.08,0.09,0.07,0.08,0.02,0.07,0.08,0.09,0.12,0.1,0.05,0.04,0.06,0.01,0.08,0.04,0.06,0.03,0.04,0.04,0.1,0.07,0.11,0.08,0,5.98,0.63,1225,413.64,1125,1.18,2.3,1.59,2.32,4.31,2.32,6.55,Walking
0.06,0.08,0.07,0.05,0.08,0.11,0.09,0.16,0.14,0.18,0.14,0.13,0.09,0.09,0.11,0.06,0.09,0.14,0.06,0,0.14,0.09,0.12,0.06,0.1,0.09,0.1,0.11,0.11,0.11,0,7.31,-1.97,2062.5,312.9,1012.5,5.82,9.19,8.18,7.33,11.07,7.33,17.35,Jogging
0,0.06,0.08,0.1,0.09,0.15,0.18,0.13,0.13,0.09,0,0.01,0.06,0.06,0.03,0.08,0.12,0.16,0.11,0.3,0.09,0.11,0.11,0.11,0.12,0.1,0.1,0.1,0.11,0.08,0,7.9,0.51,1500,410.87,1740,6.23,8.45,3.37,7.61,9.85,7.61,14.51,Jogging
0.12,0.08,0.12,0.08,0.1,0.1,0.11,0.1,0.12,0.11,0.09,0.12,0.08,0.11,0.08,0.12,0.09,0.12,0.09,0.13,0.12,0.11,0.09,0.12,0.06,0.09,0.12,0.09,0.1,0.12,0,3.55,-1.03,844.44,2916.67,3000,9.28,3.26,1.88,10.42,4.06,10.42,11.15,Downstairs
0.11,0.09,0.12,0.09,0.09,0.13,0.08,0.14,0.11,0.07,0.08,0.1,0.14,0.07,0.09,0.1,0.1,0.11,0.15,0.08,0.13,0.11,0.09,0.07,0.12,0.1,0.1,0.12,0.09,0.1,0,9.79,1.34,525,1537.5,1800,1.94,3.56,1.57,2.65,4.2,2.65,10.44,Downstairs
0.11,0.13,0.06,0.08,0.1,0.09,0.08,0.08,0.15,0.11,0.14,0.1,0.08,0.08,0.11,0.05,0.12,0.11,0.09,0.04,0.09,0.1,0.08,0.1,0.11,0.11,0.09,0.16,0.09,0.09,0,8.13,-0.16,562.5,415.91,1650,9.83,7.65,5.07,11.42,8.77,11.42,16.36,Jogging
0.02,0.01,0.02,0.02,0.02,0.09,0.05,0.02,0.02,0.02,0,0.02,0.03,0.04,0.09,0.05,0.02,0.03,0,0,0.02,0.04,0.02,0.02,0.06,0.06,0.02,0.01,0.02,0.01,0,2.52,-0.2,425,533.33,875,1,1.91,0.67,5.06,8.4,5.06,2.95,Jogging
0.06,0.06,0.1,0.12,0.15,0.12,0.11,0.12,0.08,0.09,0.07,0.1,0.13,0.11,0.15,0.13,0.13,0.05,0.05,0.1,0.07,0.07,0.11,0.16,0.13,0.08,0.12,0.12,0.08,0.09,0,8.91,-0.43,1070,1143.75,1625,5.71,2.53,2.05,7.23,3.54,7.23,11.56,Walking
0.13,0.1,0.1,0.1,0.06,0.11,0.07,0.09,0.13,0.13,0.13,0.07,0.09,0.1,0.09,0.07,0.05,0.16,0.16,0.05,0.11,0.09,0.15,0.08,0.07,0.09,0.14,0.11,0.08,0.1,0,11.33,-0.64,3925,587.5,2975,4.77,4.35,2.41,5.66,5.11,5.66,13.22,Walking
0.25,0.18,0.17,0.12,0.14,0.1,0.04,0.02,0.01,0,0.07,0.07,0.08,0.09,0.15,0.1,0.09,0.15,0.15,0.07,0.06,0.08,0.13,0.19,0.11,0.17,0.11,0.04,0.07,0.06,0,9.75,1.14,3900,777.27,1530,1.84,3.2,1.67,2.23,3.83,2.23,10.34,Walking
0.11,0.12,0.09,0.12,0.1,0.09,0.08,0.08,0.11,0.12,0.1,0.1,0.09,0.13,0.08,0.08,0.1,0.12,0.11,0.11,0.1,0.1,0.1,0.12,0.09,0.11,0.08,0.1,0.11,0.12,0,9.15,1.5,1325,1341.67,1875,3.94,2.67,1.96,4.8,3.37,4.8,10.73,Walking
0,0,0,0,0.01,0,0.21,0.3,0.27,0.23,0.03,0.11,0.12,0.16,0.2,0.19,0.09,0.09,0.03,0,0.02,0.08,0.11,0.06,0.11,0.09,0.16,0.11,0.16,0.13,0,7.88,1.49,3175,1680,2133.33,5.67,1.83,2.39,6.05,2.28,6.05,10.4,Walking
0.12,0.12,0.12,0.08,0.13,0.1,0.07,0.08,0.12,0.1,0.07,0.11,0.08,0.09,0.08,0.14,0.1,0.1,0.12,0.13,0.12,0.1,0.15,0.09,0.12,0.14,0.09,0.08,0.1,0.04,0,9.27,-1.84,1225,1820,1250,2.49,2.03,1.95,2.99,2.63,2.99,10.23,Upstairs
0.11,0.1,0.11,0.18,0.09,0.12,0.11,0.04,0.11,0.04,0.06,0.1,0,0.24,0,0,0.4,0,0.13,0.07,0.03,0.02,0.02,0.05,0.05,0.03,0.13,0.22,0.24,0.23,0,9.91,1.03,450,272.86,225,0.43,0.06,0.16,0.49,0.14,0.49,9.98,Standing
0.09,0.06,0.11,0.06,0.07,0.06,0.06,0.06,0.06,0.05,0.08,0.07,0.07,0.06,0.07,0.07,0.08,0.06,0.04,0.09,0.06,0.06,0.06,0.06,0.09,0.05,0.09,0.08,0.08,0.06,0,5.7,1.54,1350,1066.67,1833.33,1.44,2.63,0.93,2.75,4.86,2.75,6.42,Upstairs
0,0.21,0.11,0.11,0.07,0.09,0.13,0.09,0.09,0.13,0.07,0.1,0.08,0.09,0.13,0.12,0.08,0.1,0.11,0.13,0.11,0.1,0.07,0.08,0.12,0.13,0.12,0.12,0.07,0.1,0,4.24,-0.61,1266.67,2037.5,2025,10.52,5.42,5.41,12.2,6.49,12.2,14.97,Jogging
0.11,0.12,0.11,0.1,0.1,0.09,0.11,0.1,0.06,0,0.11,0.11,0.1,0.15,0.08,0.08,0.08,0.08,0.13,0,0.08,0.08,0.08,0.11,0.11,0.14,0.08,0.11,0.11,0,0,8.42,2.66,2525,685.71,525,2.98,4.88,3.43,3.84,5.91,3.84,10.82,Downstairs
0.23,0.06,0.13,0.11,0.13,0.1,0.07,0.1,0.06,0,0.09,0.1,0.13,0.06,0.07,0.18,0.05,0.1,0.1,0,0.11,0.14,0.09,0.07,0.09,0.1,0.1,0.11,0.12,0,0,9.4,-0.62,1500,378.85,2275,7.1,7.59,3.87,8.14,9.03,8.14,15.14,Jogging
0.08,0.05,0.1,0.09,0.11,0.1,0.19,0.09,0.11,0.1,0.06,0.07,0.13,0.14,0.1,0.11,0.09,0.12,0.1,0.09,0.11,0.13,0.08,0.13,0.08,0.13,0.09,0.08,0.1,0.1,0,9.57,1.62,4375,2150,1850,1.86,2.48,1.61,2.39,3.04,2.39,10.23,Upstairs
0.09,0.12,0.06,0.08,0.07,0.13,0.12,0.1,0.1,0.13,0.11,0.09,0.1,0.09,0.13,0.1,0.08,0.11,0.1,0.1,0.13,0.11,0.12,0.1,0.1,0.1,0.09,0.1,0.08,0.09,0,9.88,0.31,2416.67,891.67,2975,2.62,3.62,2.77,3.46,4.56,3.46,11.12,Upstairs
0.15,0.11,0.12,0.11,0.09,0.09,0.07,0.07,0.11,0.11,0.1,0.13,0.07,0.09,0.11,0.1,0.09,0.11,0.1,0.11,0.09,0.12,0.13,0.11,0.1,0.1,0.09,0.09,0.1,0.09,0,10.56,-0.82,1650,522.22,3775,5.19,4.12,2.29,6.7,5.17,6.7,12.76,Walking
0.09,0.08,0.12,0.11,0.13,0.11,0.12,0.08,0.09,0.09,0.06,0.14,0.06,0.08,0.08,0.12,0.12,0.15,0.1,0.11,0.14,0.09,0.11,0.07,0.15,0.07,0.08,0.11,0.09,0.11,0,9.92,-0.43,4250,840,3550,3.9,3.45,2.81,5.21,4.21,5.21,11.63,Walking
0.12,0.14,0.09,0.12,0.06,0.12,0.11,0.08,0.11,0.08,0.13,0.1,0.13,0.14,0.09,0.08,0.1,0.15,0.1,0.02,0.08,0.11,0.11,0.09,0.11,0.08,0.1,0.13,0.12,0.1,0,3.13,-0.19,1583.33,1630,3150,10.43,5.72,5.57,12.3,6.97,12.3,15,Jogging
0.08,0.11,0.08,0.12,0.16,0.13,0.08,0.11,0.08,0.09,0.11,0.09,0.06,0.12,0.11,0.09,0.12,0.1,0.12,0.11,0.09,0.11,0.11,0.13,0.11,0.07,0.04,0.17,0.09,0.11,0,10.32,-0.93,950,868.18,1112.5,4.01,3.21,3.24,4.92,4.13,4.92,12.3,Walking
0.09,0.08,0.08,0.09,0.07,0.1,0.07,0.11,0.07,0.07,0.06,0.07,0.09,0.06,0.11,0.07,0.07,0.15,0.07,0.09,0.04,0.09,0.06,0.08,0.1,0.1,0.13,0.08,0.08,0.08,0,4.57,0.23,1380,2266.67,3625,7.1,2.18,1.67,9.68,3.75,9.68,9.36,Walking
0.11,0.09,0.11,0.13,0.1,0.1,0.11,0.09,0.08,0.11,0.09,0.11,0.13,0.09,0.1,0.11,0.08,0.1,0.11,0.11,0.11,0.13,0.15,0.08,0.1,0.05,0.08,0.09,0.1,0.13,0,8.75,2.65,2850,1366.67,1775,1.54,2.48,2.24,2.06,3.14,2.06,9.81,Upstairs
0.06,0.03,0.06,0.09,0.07,0.16,0.1,0.13,0.12,0.2,0.12,0.07,0.09,0.12,0.12,0.12,0.13,0.08,0.09,0,0.06,0.08,0.12,0.13,0.13,0.11,0.12,0.08,0.08,0.11,0,8.31,1.84,1150,492.5,2866.67,3.92,8.01,4.4,5.15,8.96,5.15,13.02,Jogging
